sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
新營,臺南市,74,細懸浮微粒,普通,1.2,0.25,45.1,42.3,74,29,12,14.1,2,1.1,345,"2024-11-14 17:00",,0.2,25,60,0,120.31725,23.305633,43
嘉義,嘉義市,115,細懸浮微粒,對敏感族群不健康,3.3,0.33,44.5,41.5,88,47,12.8,14.2,1.3,2.2,357,"2024-11-14 17:00",,0.3,40.8,76,1,120.44125148,23.46477865,42
臺西,雲林縣,60,細懸浮微粒,普通,1.6,0.18,41.7,42.5,35,17,6.5,7.6,1.1,3,28,"2024-11-14 17:00",,0.1,19.3,41,1,120.19933333,23.702175,41
朴子,嘉義縣,60,細懸浮微粒,普通,3.1,0.23,47.6,47.0,50,27,11.7,13.2,1.5,1.5,354,"2024-11-14 17:00",,0.1,19,46,1,120.2478,23.46538,40
新港,嘉義縣,88,細懸浮微粒,普通,2.5,0.17,49,46.2,68,33,9.2,10.3,1.1,1.8,332,"2024-11-14 17:00",,0.1,30.5,67,1,120.345531,23.554839,39
崙背,雲林縣,105,細懸浮微粒,對敏感族群不健康,1,0.26,49.8,40.7,69,31,6.1,6.5,0.3,1,319,"2024-11-14 17:00",,0.2,37,71,0,120.348742,23.757547,38
斗六,雲林縣,144,細懸浮微粒,對敏感族群不健康,2.5,0.41,53,45.3,103,69,11.7,13.8,2.1,1.8,339,"2024-11-14 17:00",,0.3,52.2,81,1,120.544994,23.711853,37
南投,南投縣,110,細懸浮微粒,對敏感族群不健康,1.9,0.45,40.7,47.9,95,58,25.9,27.6,1.7,1,18,"2024-11-14 17:00",,0.3,38.9,67,1,120.685306,23.913,36
二林,彰化縣,93,細懸浮微粒,普通,3,0.26,52.2,45.6,72,30,9.3,10.6,1.2,1.9,356,"2024-11-14 17:00",,0.2,32.4,76,1,120.409653,23.925175,35
線西,彰化縣,87,細懸浮微粒,普通,1.7,0.17,36.5,47.6,42,18,9.7,10.6,0.8,1.7,358,"2024-11-14 17:00",,0.2,30.2,56,1,120.469061,24.131672,34
彰化,彰化縣,121,細懸浮微粒,對敏感族群不健康,0.7,0.36,25.2,31.5,60,33,19.8,21.2,1.4,1.3,0,"2024-11-14 17:00",,0.3,43.1,71,1,120.541519,24.066,33
西屯,臺中市,118,細懸浮微粒,對敏感族群不健康,1,0.32,38.4,34.8,70,34,27.6,30.2,2.5,1.5,29,"2024-11-14 17:00",,0.3,42.2,74,1,120.616917,24.162197,32
忠明,臺中市,117,細懸浮微粒,對敏感族群不健康,1.1,0.36,44.3,37.3,61,36,16.4,18.4,1.9,1.3,325,"2024-11-14 17:00",,0.4,41.6,65,1,120.641092,24.151958,31
大里,臺中市,141,細懸浮微粒,對敏感族群不健康,1.3,0.43,38.5,44.3,71,46,17,19.1,2,1.7,342,"2024-11-14 17:00",,0.4,50.8,77,1,120.67844444,24.09961111,30
沙鹿,臺中市,115,細懸浮微粒,對敏感族群不健康,0.9,0.3,53.6,38.4,63,31,7.4,8.3,0.9,1.5,0,"2024-11-14 17:00",,0.3,41,76,1,120.568794,24.225628,29
豐原,臺中市,126,細懸浮微粒,對敏感族群不健康,2.6,0.35,31.3,37.2,95,52,17.5,18.7,1.2,1.8,331,"2024-11-14 17:00",,0.4,45.3,83,1,120.74252414,24.25699731,28
三義,苗栗縣,118,細懸浮微粒,對敏感族群不健康,0.8,0.38,40.3,37.6,99,54,8.4,9.7,1.3,2,14,"2024-11-14 17:00",,0.3,42.1,70,0,120.75956754,24.38248443,27
苗栗,苗栗縣,98,細懸浮微粒,普通,2.4,0.34,58.6,47.9,53,32,9.2,10.4,1.2,0.3,338,"2024-11-14 17:00",,0.3,34.5,60,1,120.82011468,24.56499183,26
頭份,苗栗縣,97,細懸浮微粒,普通,1.9,0.38,49.1,51.0,60,37,17.8,19.1,1.3,0.7,316,"2024-11-14 17:00",,0.3,34.2,56,1,120.89869286,24.69690679,25
新竹,新竹市,96,細懸浮微粒,普通,2.2,0.52,49.6,52.0,57,41,21,21.7,0.7,1,314,"2024-11-14 17:00",,0.4,33.9,47,1,120.97236752,24.8056356,24
竹東,新竹縣,95,細懸浮微粒,普通,1.1,0.41,57.2,52.4,61,41,16.6,18.1,1.4,1.3,320,"2024-11-14 17:00",,0.3,33.4,53,1,121.08895493,24.74091408,23
湖口,新竹縣,101,細懸浮微粒,對敏感族群不健康,1.2,0.34,60,58.0,52,46,7.7,8.2,0.5,0.6,289,"2024-11-14 17:00",,0.3,35.5,45,0,121.03886894,24.90009696,22
龍潭,桃園市,114,細懸浮微粒,對敏感族群不健康,1.7,0.49,57.1,57.0,81,56,20.3,21.2,0.8,0.3,0,"2024-11-14 17:00",,0.4,40.6,61,1,121.21645772,24.86400048,21
平鎮,桃園市,99,細懸浮微粒,普通,1,0.48,53.8,52.5,83,50,18.2,19,0.8,0.6,302,"2024-11-14 17:00",,0.4,34.9,56,1,121.203986,24.952786,20
觀音,桃園市,90,細懸浮微粒,普通,0.6,0.25,53,51.4,56,35,9.1,9.8,0.6,0.9,256,"2024-11-14 17:00",,0.2,31.5,53,1,121.08283092,25.03556747,19
大園,桃園市,94,細懸浮微粒,普通,7.6,0.49,27.9,46.7,70,42,39.9,42.7,2.7,1.1,25,"2024-11-14 17:00",,0.4,32.8,56,2,121.20251473,25.06100357,18
桃園,桃園市,102,細懸浮微粒,對敏感族群不健康,4.1,0.68,38.6,43.6,92,54,43.5,46,2.4,0.9,338,"2024-11-14 17:00",,0.4,35.7,59,2,121.30500531,24.9947107,17
大同,臺北市,31,,良好,1.5,1.02,,,9,11,18.6,72.3,53.7,-,-,"2024-11-14 17:00",,0.8,9.5,13,0,121.51342074,25.06331455,16
松山,臺北市,11,,良好,0.4,0.15,9.6,10.4,9,1,6.3,12.7,6.3,2.2,26,"2024-11-14 17:00",,0.1,2.1,11,0,121.578611,25.05,15
古亭,臺北市,10,,良好,,0.13,10.3,11.9,8,3,5.1,10.9,5.8,2.6,58,"2024-11-14 17:00",,0.1,0.9,9,,121.529556,25.020608,14
萬華,臺北市,22,,良好,1.6,0.27,2.7,8.2,9,0,13.4,27.2,13.8,2.2,90,"2024-11-14 17:00",,0.2,2,12,1,121.507972,25.046503,13
中山,臺北市,20,,良好,0.4,0.3,5.7,8.3,13,4,12.4,22.1,9.7,2.8,79,"2024-11-14 17:00",,0.2,5.1,11,0,121.526528,25.062361,12
士林,臺北市,13,,良好,0.5,0.17,8.8,12.7,14,4,8.6,11.7,3,1.1,105,"2024-11-14 17:00",,0.1,2.8,11,0,121.51666356,25.10334003,11
淡水,新北市,30,,良好,1.3,0.21,45.3,24.6,39,28,8.4,9.4,0.9,,,"2024-11-14 17:00",,0.1,9.3,27,0,121.449239,25.1645,10
林口,新北市,25,,良好,0.3,0.25,3.5,10.8,18,1,15.8,26.9,11.1,2.8,85,"2024-11-14 17:00",,0.1,2.7,13,0,121.36548982,25.07798949,9
菜寮,新北市,17,,良好,0.6,0.32,6.7,11.6,13,6,10.5,14.4,3.9,2.4,88,"2024-11-14 17:00",,0.2,4.5,9,0,121.481028,25.06895,8
新莊,新北市,23,,良好,0.7,0.26,5.8,11.8,27,7,11,15.6,4.6,3,74,"2024-11-14 17:00",,0.1,7,21,0,121.4325,25.037972,7
板橋,新北市,25,,良好,0.4,0.42,5.1,10.8,18,5,15.1,26.7,11.5,1.5,76,"2024-11-14 17:00",,0.3,5.9,13,0,121.458667,25.012972,6
土城,新北市,18,,良好,0.6,0.33,7.2,12.6,19,7,11.9,15.3,3.4,0.6,116,"2024-11-14 17:00",,0.2,4.9,14,0,121.451861,24.982528,5
新店,新北市,24,,良好,0.6,0.2,10.8,13.2,8,11,5.1,7.1,1.9,2.4,119,"2024-11-14 17:00",,0.1,7.3,8,0,121.537778,24.977222,4
萬里,新北市,17,,良好,0.5,0.21,6,13.8,22,2,10.3,18.5,8.1,0.8,274,"2024-11-14 17:00",,0.1,3,10,1,121.689881,25.179667,3
汐止,新北市,25,,良好,0.5,0.22,4.4,10.5,11,8,12.9,22.5,9.6,1.2,112,"2024-11-14 17:00",,0.1,7.6,8,0,121.64081,25.06624,2
基隆,基隆市,12,,良好,0.6,0.13,11.9,13.3,12,0,3.4,4.7,1.2,0.2,28,"2024-11-14 17:00",,0.1,1.4,8,0,121.760056,25.129167,1
屏東(枋山),屏東縣,48,,良好,0.3,0.12,34.8,46.6,23,8,1,1.2,0.2,3.9,97,"2024-11-14 16:00",,0.1,14.7,40,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,15,,良好,0.1,0.06,18.9,16.4,17,3,1.4,1.9,0.5,1.1,126,"2024-11-14 16:00",,0,2.6,13,0,121.82463916,24.85366672,312
新北(樹林),新北市,32,,良好,0.8,0.38,5.7,14.1,21,6,19.4,31.3,11.8,0.2,288,"2024-11-14 16:00",,0.3,6.1,18,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,90,細懸浮微粒,普通,0.6,0.16,44.7,46.6,33,18,4.9,5.9,1,1.7,319,"2024-11-14 16:00",,0.2,31.3,50,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,49,,良好,0.7,0.13,42.6,36.2,42,13,5.8,7,1.2,2,353,"2024-11-14 16:00",,0.1,15.2,44,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,47,,良好,1.2,0.19,43.7,33.3,38,14,6.7,8,1.3,1.9,274,"2024-11-14 16:00",,0.2,14.4,39,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,124,細懸浮微粒,對敏感族群不健康,3.9,0.53,41.9,39.2,81,44,19,21.4,2.3,1.3,344,"2024-11-14 16:00",,0.4,44.2,69,2,120.56373,23.96117,201
大城,彰化縣,60,細懸浮微粒,普通,0.8,0.15,48.2,35.4,32,12,3.6,4.5,0.8,4.1,36,"2024-11-14 16:00",,0.1,19.2,35,0,120.26964167,23.85493056,85
富貴角,新北市,47,,良好,0.5,0.23,65.4,31.5,45,29,4.9,5,0,0.8,256,"2024-11-14 16:00",,0.1,14.5,30,0,121.53656894,25.29681695,84
麥寮,雲林縣,82,細懸浮微粒,普通,1.9,0.19,49.8,38.4,40,27,8,9.5,1.5,3.7,352,"2024-11-14 16:00",,0.1,28,44,1,120.251825,23.753506,83
關山,臺東縣,21,,良好,1.1,0.1,8.1,6.8,16,2,3.4,5.6,2.1,0.9,303,"2024-11-14 16:00",,0.1,2.5,21,1,121.161933,23.045083,80
馬公,澎湖縣,40,,良好,1.3,0.21,50.9,43.9,30,13,2.5,3.2,0.7,2.9,20,"2024-11-14 16:00",,0.1,9.5,27,1,119.566158,23.569031,78
金門,金門縣,44,,良好,0.8,0.27,55.8,47.3,39,15,8,8.6,0.6,1.6,116,"2024-11-14 16:00",,0.2,12.2,25,1,118.312256,24.432133,77
馬祖,連江縣,33,,良好,1,0.25,30.8,32.4,19,10,7,8,0.9,3.4,340,"2024-11-14 16:00",,0.2,10.2,16,0,119.952724,26.153736,75
埔里,南投縣,45,,良好,1.3,0.15,26.4,24.2,11,7,3.7,4.8,1.1,1.1,325,"2024-11-14 16:00",,0.2,13.9,19,1,120.967903,23.968842,72
復興,高雄市,84,細懸浮微粒,普通,0.7,0.25,45.2,43.3,36,14,,,,0.6,207,"2024-11-14 16:00",,0.4,28.9,47,0,120.312017,22.608711,71
永和,新北市,16,,良好,,,7.8,12.2,6,,,,,1.8,87,"2024-11-14 16:00",,0.2,4.9,9,0,121.516306,25.017,70
竹山,南投縣,83,細懸浮微粒,普通,1.9,0.27,67.5,40.1,84,48,8.3,8.6,0.2,2.1,321,"2024-11-14 16:00",,0.1,28.5,48,1,120.677306,23.756389,69
中壢,桃園市,98,細懸浮微粒,普通,1.6,0.78,29.7,25.2,58,41,43.8,69.4,25.5,0.2,312,"2024-11-14 16:00",,0.8,34.4,51,0,121.221667,24.953278,68
三重,新北市,28,,良好,0.6,0.72,2.9,4.4,15,9,17.6,76.9,59.3,-,-,"2024-11-14 16:00",,0.6,6,14,0,121.493806,25.072611,67
冬山,宜蘭縣,15,,良好,0.5,0.19,15.2,12.4,19,4,5.8,8,2.1,0.8,297,"2024-11-14 16:00",,0.1,3.6,15,0,121.792928,24.632203,66
宜蘭,宜蘭縣,11,,良好,0.9,0.18,12,11.8,16,2,5.5,7.7,2.2,1.9,129,"2024-11-14 16:00",,0.1,3,11,0,121.746394,24.747917,65
陽明,臺北市,13,,良好,0.7,0.09,15.2,14.8,4,2,0.7,1.4,0.7,3.2,160,"2024-11-14 16:00",,0,0.9,7,0,121.529583,25.182722,64
花蓮,花蓮縣,18,,良好,1.1,0.14,13.9,11.4,17,0,6.3,10,3.6,1.1,146,"2024-11-14 16:00",,0.1,3,18,1,121.599769,23.971306,63
臺東,臺東縣,10,,良好,0.6,0.1,9.9,9.3,7,1,4.5,7.6,3.1,1.2,48,"2024-11-14 16:00",,0.1,1.5,10,0,121.15045,22.755358,62
恆春,屏東縣,13,,良好,0.4,0.09,14.1,14.3,2,1,0.6,1.5,0.8,7.3,27,"2024-11-14 16:00",,0,1.7,5,0,120.788928,21.958069,61
潮州,屏東縣,58,細懸浮微粒,普通,1.3,0.21,67.8,39.5,42,22,7.1,7.9,0.7,3.4,196,"2024-11-14 16:00",,0.1,18.4,32,1,120.561175,22.523108,60
屏東,屏東縣,49,,良好,,0.22,52.7,35.0,31,19,,,,1.6,285,"2024-11-14 16:00",,0.2,15.2,32,1,120.488033,22.673081,59
小港,高雄市,81,細懸浮微粒,普通,0.7,0.24,55.2,38.2,53,23,15,16.8,1.8,2.3,300,"2024-11-14 16:00",,0.3,27.5,54,0,120.337736,22.565833,58
前鎮,高雄市,78,細懸浮微粒,普通,1.6,0.22,48.5,43.0,40,19,8.8,10.9,2,1.3,308,"2024-11-14 16:00",,0.3,26.3,48,1,120.30833356,22.6044507,57
前金,高雄市,68,細懸浮微粒,普通,0.5,0.17,35.3,37.9,53,16,14.9,22.2,7.2,2.5,10,"2024-11-14 16:00",,0.3,22.3,58,0,120.28676111,22.63390278,56
左營,高雄市,61,細懸浮微粒,普通,0.8,0.15,39.5,36.7,39,14,8.6,10.7,2,3.1,268,"2024-11-14 16:00",,0.2,19.6,44,1,120.292917,22.674861,54
楠梓,高雄市,67,細懸浮微粒,普通,1.3,0.19,50.6,38.7,57,16,9.4,11.1,1.7,1.3,268,"2024-11-14 16:00",,0.2,22,53,1,120.328289,22.733667,53
林園,高雄市,84,細懸浮微粒,普通,1.6,0.17,47,41.4,47,22,9.8,10.6,0.7,2.2,217,"2024-11-14 16:00",,0.2,29.1,54,1,120.41175,22.4795,52
大寮,高雄市,80,細懸浮微粒,普通,1.9,0.25,56.8,40.2,34,24,13.6,14.9,1.2,0.6,356,"2024-11-14 16:00",,0.2,27.2,33,2,120.425311,22.56413611,51
鳳山,高雄市,83,細懸浮微粒,普通,1.3,0.48,49.3,42.7,53,24,18.8,21.6,2.7,1.1,277,"2024-11-14 16:00",,0.5,28.4,52,1,120.357422,22.628126,50
仁武,高雄市,75,細懸浮微粒,普通,1.2,0.21,50.3,39.2,44,22,12.7,14,1.3,2.1,261,"2024-11-14 16:00",,0.4,25.3,44,1,120.332631,22.689056,49
橋頭,高雄市,76,細懸浮微粒,普通,1,0.18,45.9,35.8,45,23,10.3,12,1.7,2.8,253,"2024-11-14 16:00",,0.2,25.5,49,0,120.305689,22.757506,48
美濃,高雄市,49,,良好,1,0.2,46.3,31.5,25,15,2.9,4.1,1.1,1.2,209,"2024-11-14 16:00",,0.2,15.2,32,0,120.530542,22.883583,47
臺南,臺南市,60,細懸浮微粒,普通,0.4,0.23,49.3,39.9,58,31,8.1,9.6,1.4,1.9,337,"2024-11-14 16:00",,0.2,19,43,0,120.21947897,22.98928311,46
安南,臺南市,59,細懸浮微粒,普通,0.9,0.21,47.6,38.8,51,24,4.3,5.2,0.8,2.1,309,"2024-11-14 16:00",,0.2,18.8,43,0,120.2175,23.048197,45
善化,臺南市,70,細懸浮微粒,普通,1.1,0.14,47,37.7,49,18,4.6,5.9,1.3,2.3,340,"2024-11-14 16:00",,0.1,23.1,51,1,120.29740529,23.11337642,44
新營,臺南市,73,細懸浮微粒,普通,0.6,0.21,48.3,38.8,62,26,9.6,11.6,1.9,1.9,344,"2024-11-14 16:00",,0.2,24.3,56,0,120.31725,23.305633,43
嘉義,嘉義市,110,細懸浮微粒,對敏感族群不健康,3,0.29,44.9,37.8,91,42,11.9,13.5,1.6,2.5,359,"2024-11-14 16:00",,0.3,39.1,72,1,120.44125148,23.46477865,42
臺西,雲林縣,59,細懸浮微粒,普通,4.1,0.2,48.2,39.8,50,26,15.5,17.5,1.9,4.4,19,"2024-11-14 16:00",,0.1,18.6,41,1,120.19933333,23.702175,41
朴子,嘉義縣,54,細懸浮微粒,普通,2.2,0.19,51.7,44.2,52,24,7.1,8.7,1.5,1.8,339,"2024-11-14 16:00",,0.1,16.6,44,1,120.2478,23.46538,40
新港,嘉義縣,89,細懸浮微粒,普通,4.3,0.18,50.9,42.3,62,29,12,13.5,1.5,2.9,13,"2024-11-14 16:00",,0.1,30.8,67,1,120.345531,23.554839,39
崙背,雲林縣,109,細懸浮微粒,對敏感族群不健康,1.3,0.22,49.3,36.7,67,38,6.2,6.9,0.6,1.3,314,"2024-11-14 16:00",,0.2,38.4,73,0,120.348742,23.757547,38
斗六,雲林縣,134,細懸浮微粒,對敏感族群不健康,2.3,0.26,59.4,40.4,81,53,8.1,10.2,2,2.2,352,"2024-11-14 16:00",,0.3,48.1,75,1,120.544994,23.711853,37
南投,南投縣,95,細懸浮微粒,普通,2.3,0.44,48.3,45.0,99,53,19.4,21,1.6,1.8,2,"2024-11-14 16:00",,0.2,33.2,58,1,120.685306,23.913,36
二林,彰化縣,94,細懸浮微粒,普通,3.3,0.24,55.5,41.5,69,32,6.4,7.7,1.2,2.8,12,"2024-11-14 16:00",,0.2,33,77,1,120.409653,23.925175,35
線西,彰化縣,90,細懸浮微粒,普通,1.1,0.19,57.3,45.6,51,29,4.9,5.6,0.7,2.5,354,"2024-11-14 16:00",,0.2,31.2,58,1,120.469061,24.131672,34
彰化,彰化縣,124,細懸浮微粒,對敏感族群不健康,,,19.1,30.8,70,50,,,,1.2,23,"2024-11-14 16:00",,0.3,44.4,73,1,120.541519,24.066,33
西屯,臺中市,126,細懸浮微粒,對敏感族群不健康,0.9,0.31,36.9,31.8,79,43,21,23.5,2.5,1.9,0,"2024-11-14 16:00",,0.3,45,77,1,120.616917,24.162197,32
忠明,臺中市,123,細懸浮微粒,對敏感族群不健康,0.9,0.36,39.8,34.6,55,41,15.8,18.5,2.7,1.8,343,"2024-11-14 16:00",,0.4,44,68,1,120.641092,24.151958,31
大里,臺中市,144,細懸浮微粒,對敏感族群不健康,1.4,0.34,44.1,40.8,70,48,15.1,17.4,2.2,2.2,313,"2024-11-14 16:00",,0.4,52.2,79,1,120.67844444,24.09961111,30
沙鹿,臺中市,120,細懸浮微粒,對敏感族群不健康,0.7,0.27,58.5,33.5,65,30,6.3,7.4,1.1,1.8,12,"2024-11-14 16:00",,0.3,42.8,78,1,120.568794,24.225628,29
豐原,臺中市,127,細懸浮微粒,對敏感族群不健康,2.6,0.34,32.7,37.5,93,47,16.7,18.5,1.8,1.6,337,"2024-11-14 16:00",,0.3,45.4,81,1,120.74252414,24.25699731,28
三義,苗栗縣,111,細懸浮微粒,對敏感族群不健康,0.7,,36.6,37.6,79,41,7.7,9.3,1.6,2.4,18,"2024-11-14 16:00",,0.3,39.5,61,0,120.75956754,24.38248443,27
苗栗,苗栗縣,104,細懸浮微粒,對敏感族群不健康,5,0.28,62.2,42.5,54,32,9.5,10.9,1.4,0.3,247,"2024-11-14 16:00",,0.3,36.5,64,1,120.82011468,24.56499183,26
頭份,苗栗縣,96,細懸浮微粒,普通,1.6,0.31,63.9,46.8,56,34,9.6,10.9,1.2,0.5,190,"2024-11-14 16:00",,0.3,33.6,57,1,120.89869286,24.69690679,25
新竹,新竹市,93,細懸浮微粒,普通,1.7,0.4,65.8,46.7,48,35,9.9,10.8,0.8,0.7,302,"2024-11-14 16:00",,0.4,32.6,44,1,120.97236752,24.8056356,24
竹東,新竹縣,93,細懸浮微粒,普通,1.2,0.38,61.9,47.1,61,36,15.7,17.1,1.4,1.4,353,"2024-11-14 16:00",,0.3,32.4,52,0,121.08895493,24.74091408,23
湖口,新竹縣,96,細懸浮微粒,普通,1,0.31,63.5,54.6,50,38,6,6.5,0.5,0.3,277,"2024-11-14 16:00",,0.3,33.7,44,0,121.03886894,24.90009696,22
龍潭,桃園市,104,細懸浮微粒,對敏感族群不健康,1.6,0.47,66.3,50.8,81,59,16.8,17.8,1,1.1,324,"2024-11-14 16:00",,0.3,36.7,55,0,121.21645772,24.86400048,21
平鎮,桃園市,88,細懸浮微粒,普通,0.7,0.43,59.7,46.8,50,42,15.8,16.9,1.1,1.1,313,"2024-11-14 16:00",,0.4,30.6,51,1,121.203986,24.952786,20
觀音,桃園市,89,細懸浮微粒,普通,0.5,0.21,56.6,45.9,68,34,8.4,9.1,0.7,0.9,236,"2024-11-14 16:00",,0.2,31,52,1,121.08283092,25.03556747,19
大園,桃園市,91,細懸浮微粒,普通,6,0.44,41.9,44.1,74,43,32.8,35.4,2.6,1.3,318,"2024-11-14 16:00",,0.3,31.7,53,1,121.20251473,25.06100357,18
桃園,桃園市,90,細懸浮微粒,普通,2.5,0.51,54.4,39.5,76,42,26.7,29,2.3,1.7,287,"2024-11-14 16:00",,0.4,31.4,51,1,121.30500531,24.9947107,17
大同,臺北市,30,,良好,,,,,17,13,,,,-,-,"2024-11-14 16:00",,0.9,9.3,14,0,121.51342074,25.06331455,16
松山,臺北市,13,,良好,0.5,0.13,9.7,9.7,17,1,8.3,15.4,7,1.4,35,"2024-11-14 16:00",,0.1,2.5,12,0,121.578611,25.05,15
古亭,臺北市,9,,良好,0,0.13,10.3,,14,2,5.9,13.2,7.3,2.4,55,"2024-11-14 16:00",,0.1,,9,,121.529556,25.020608,14
萬華,臺北市,12,,良好,,0.27,,8.5,13,3,,,,2.5,97,"2024-11-14 16:00",,0.2,2.5,12,1,121.507972,25.046503,13
中山,臺北市,22,,良好,0.3,0.32,5.2,8.4,19,5,13.4,30.2,16.7,2.4,74,"2024-11-14 16:00",,0.2,5,10,0,121.526528,25.062361,12
士林,臺北市,13,,良好,0.3,0.17,9.7,12.9,11,4,8.2,11.9,3.6,2.6,155,"2024-11-14 16:00",,0.1,2.5,10,0,121.51666356,25.10334003,11
淡水,新北市,25,,良好,1.3,0.29,51.4,20.5,39,25,9.7,10.9,1.1,0.5,280,"2024-11-14 16:00",,0.1,4.7,25,0,121.449239,25.1645,10
林口,新北市,23,,良好,0.3,0.21,5.7,11.4,17,1,14.1,25.9,11.8,1.5,80,"2024-11-14 16:00",,0.1,3.2,11,0,121.36548982,25.07798949,9
菜寮,新北市,15,,良好,0.6,0.23,10.3,11.9,,5,9,12.9,3.9,2.7,80,"2024-11-14 16:00",,0.2,3.8,8,0,121.481028,25.06895,8
新莊,新北市,22,,良好,0.8,0.2,9.3,12.2,19,8,8.8,12.6,3.8,2.8,71,"2024-11-14 16:00",,0.1,6.9,20,0,121.4325,25.037972,7
板橋,新北市,22,,良好,0.4,0.35,7.1,11.3,18,4,13.9,24.2,10.2,1.4,81,"2024-11-14 16:00",,0.3,5.6,12,0,121.458667,25.012972,6
土城,新北市,15,,良好,0.5,0.24,10.8,12.4,15,6,9.2,12.2,3,0.9,81,"2024-11-14 16:00",,0.3,4.7,13,0,121.451861,24.982528,5
新店,新北市,22,,良好,0.7,0.14,12.3,13.1,8,5,3.7,5.9,2.1,3.3,125,"2024-11-14 16:00",,0.1,6.9,8,0,121.537778,24.977222,4
萬里,新北市,13,,良好,0.3,0.11,15.7,14.2,7,3,3.5,5.2,1.7,1.1,78,"2024-11-14 16:00",,0.1,3.4,8,1,121.689881,25.179667,3
汐止,新北市,25,,良好,0.5,0.13,7.6,11.0,9,14,11.5,17.4,5.8,0.4,34,"2024-11-14 16:00",,0.1,7.6,7,0,121.64081,25.06624,2
基隆,基隆市,12,,良好,0.8,0.12,13.5,13.3,10,1,3.2,4.6,1.3,1.9,76,"2024-11-14 16:00",,0.1,2,7,0,121.760056,25.129167,1
屏東(枋山),屏東縣,48,,良好,0.3,0.12,34.8,46.6,23,8,1,1.2,0.2,3.9,97,"2024-11-14 16:00",,0.1,14.7,40,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,15,,良好,0.1,0.06,18.9,16.4,17,3,1.4,1.9,0.5,1.1,126,"2024-11-14 16:00",,0,2.6,13,0,121.82463916,24.85366672,312
新北(樹林),新北市,32,,良好,0.8,0.38,5.7,14.1,21,6,19.4,31.3,11.8,0.2,288,"2024-11-14 16:00",,0.3,6.1,18,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,90,細懸浮微粒,普通,0.6,0.16,44.7,46.6,33,18,4.9,5.9,1,1.7,319,"2024-11-14 16:00",,0.2,31.3,50,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,49,,良好,0.7,0.13,42.6,36.2,42,13,5.8,7,1.2,2,353,"2024-11-14 16:00",,0.1,15.2,44,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,47,,良好,1.2,0.19,43.7,33.3,38,14,6.7,8,1.3,1.9,274,"2024-11-14 16:00",,0.2,14.4,39,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,124,細懸浮微粒,對敏感族群不健康,3.9,0.53,41.9,39.2,81,44,19,21.4,2.3,1.3,344,"2024-11-14 16:00",,0.4,44.2,69,2,120.56373,23.96117,201
大城,彰化縣,60,細懸浮微粒,普通,0.8,0.15,48.2,35.4,32,12,3.6,4.5,0.8,4.1,36,"2024-11-14 16:00",,0.1,19.2,35,0,120.26964167,23.85493056,85
富貴角,新北市,47,,良好,0.5,0.23,65.4,31.5,45,29,4.9,5,0,0.8,256,"2024-11-14 16:00",,0.1,14.5,30,0,121.53656894,25.29681695,84
麥寮,雲林縣,82,細懸浮微粒,普通,1.9,0.19,49.8,38.4,40,27,8,9.5,1.5,3.7,352,"2024-11-14 16:00",,0.1,28,44,1,120.251825,23.753506,83
關山,臺東縣,21,,良好,1.1,0.1,8.1,6.8,16,2,3.4,5.6,2.1,0.9,303,"2024-11-14 16:00",,0.1,2.5,21,1,121.161933,23.045083,80
馬公,澎湖縣,40,,良好,1.3,0.21,50.9,43.9,30,13,2.5,3.2,0.7,2.9,20,"2024-11-14 16:00",,0.1,9.5,27,1,119.566158,23.569031,78
金門,金門縣,44,,良好,0.8,0.27,55.8,47.3,39,15,8,8.6,0.6,1.6,116,"2024-11-14 16:00",,0.2,12.2,25,1,118.312256,24.432133,77
馬祖,連江縣,33,,良好,1,0.25,30.8,32.4,19,10,7,8,0.9,3.4,340,"2024-11-14 16:00",,0.2,10.2,16,0,119.952724,26.153736,75
埔里,南投縣,45,,良好,1.3,0.15,26.4,24.2,11,7,3.7,4.8,1.1,1.1,325,"2024-11-14 16:00",,0.2,13.9,19,1,120.967903,23.968842,72
復興,高雄市,84,細懸浮微粒,普通,0.7,0.25,45.2,43.3,36,14,,,,0.6,207,"2024-11-14 16:00",,0.4,28.9,47,0,120.312017,22.608711,71
永和,新北市,16,,良好,,,7.8,12.2,6,,,,,1.8,87,"2024-11-14 16:00",,0.2,4.9,9,0,121.516306,25.017,70
竹山,南投縣,83,細懸浮微粒,普通,1.9,0.27,67.5,40.1,84,48,8.3,8.6,0.2,2.1,321,"2024-11-14 16:00",,0.1,28.5,48,1,120.677306,23.756389,69
